"YEAR","MONTH","DAY","AVG_TSFC_F","MAX_TSFC_F","MIN_TSFC_F","AVG_TDEW_F","MAX_TDEW_F","MIN_TDEW_F","AVG_RH_PCT","MAX_RH_PCT","MIN_RH_PCT","AVG_CLDCOV_PCT","MAX_CLDCOV_PCT","MIN_CLDCOV_PCT","AVG_TAPP_F","MAX_TAPP_F","MIN_TAPP_F","TOT_PCPPREVHR_IN","AVG_SPD_MPH","MAX_SPD_MPH","MIN_SPD_MPH","AVG_TSFC_F_DIFF1","MAX_TSFC_F_DIFF1","MIN_TSFC_F_DIFF1","AVG_TDEW_F_DIFF1","MAX_TDEW_F_DIFF1","MIN_TDEW_F_DIFF1","AVG_RH_PCT_DIFF1","MAX_RH_PCT_DIFF1","MIN_RH_PCT_DIFF1","AVG_CLDCOV_PCT_DIFF1","MAX_CLDCOV_PCT_DIFF1","MIN_CLDCOV_PCT_DIFF1","AVG_TAPP_F_DIFF1","MAX_TAPP_F_DIFF1","MIN_TAPP_F_DIFF1","TOT_PCPPREVHR_IN_DIFF1","AVG_SPD_MPH_DIFF1","MAX_SPD_MPH_DIFF1","MIN_SPD_MPH_DIFF1","AVG_TSFC_F_DIFF2","MAX_TSFC_F_DIFF2","MIN_TSFC_F_DIFF2","AVG_TDEW_F_DIFF2","MAX_TDEW_F_DIFF2","MIN_TDEW_F_DIFF2","AVG_RH_PCT_DIFF2","MAX_RH_PCT_DIFF2","MIN_RH_PCT_DIFF2","AVG_CLDCOV_PCT_DIFF2","MAX_CLDCOV_PCT_DIFF2","MIN_CLDCOV_PCT_DIFF2","AVG_TAPP_F_DIFF2","MAX_TAPP_F_DIFF2","MIN_TAPP_F_DIFF2","TOT_PCPPREVHR_IN_DIFF2","AVG_SPD_MPH_DIFF2","MAX_SPD_MPH_DIFF2","MIN_SPD_MPH_DIFF2"
2004,10,29,70.33,77,62.6,64.37,66.1,60.7,82,100,69,84,100,30,72.28,79.8,61.2,0.34,12,22,8,14,15.4,10.8,14,6.7,14.4,2,6,-3,12,3,-16,17.74,19.7,11.8,0.22,4,10,3,11.67,12.6,7.2,12.72,11.9,10.8,4,12,9,66,42,26,14.83,16,8.6,0.34,4,7,6
2004,10,30,57.88,71.6,50,44.44,64.3,37.3,61,83,42,64,100,1,54.15,76.2,44.4,0.19,20,31,12,-12.45,-5.4,-12.6,-19.93,-1.8,-23.4,-21,-17,-27,-20,0,-29,-18.13,-3.6,-16.8,-0.15,8,9,4,1.55,10,-1.8,-5.93,4.9,-9,-19,-11,-30,-8,3,-45,-0.39,16.1,-5,0.07,12,19,7
2004,10,31,50.52,57.2,44.6,40.55,44.7,37.3,69,81,51,84,99,62,46.81,56.9,38.4,0,10,14,3,-7.36,-14.4,-5.4,-3.89,-19.6,0,8,-2,9,20,-1,61,-7.34,-19.3,-6,-0.19,-10,-17,-9,-19.81,-19.8,-18,-23.82,-21.4,-23.4,-13,-19,-18,0,-1,32,-25.47,-22.9,-22.8,-0.34,-2,-8,-5
2004,11,1,49.7,51.8,48.2,45.99,49.8,42.7,87,100,71,99,100,94,45.07,48.9,41.6,1.58,12,18,5,-0.82,-5.4,3.6,5.44,5.1,5.4,18,19,20,15,1,32,-1.74,-8,3.2,1.58,2,4,2,-8.18,-19.8,-1.8,1.55,-14.5,5.4,26,17,29,35,0,93,-9.08,-27.3,-2.8,1.39,-8,-13,-7
2004,11,2,47.98,50,46.4,41.95,46.3,35.5,80,93,66,99,100,99,42.95,46.7,40,0.09,11,16,8,-1.72,-1.8,-1.8,-4.04,-3.5,-7.2,-7,-7,-5,0,0,5,-2.12,-2.2,-1.6,-1.49,-1,-2,3,-2.54,-7.2,1.8,1.4,1.6,-1.8,11,12,15,15,1,37,-3.86,-10.2,1.6,0.09,1,2,5
2004,11,3,48.28,51.8,46.4,36.78,39.1,35.5,64,76,54,65,100,11,43.99,48.2,40,0.06,10,15,6,0.3,1.8,0,-5.17,-7.2,0,-16,-17,-12,-34,0,-88,1.04,1.5,0,-0.03,-1,-1,-2,-1.42,0,-1.8,-9.21,-10.7,-7.2,-23,-24,-17,-34,0,-83,-1.08,-0.7,-1.6,-1.52,-2,-3,1
2004,11,4,46.63,51.8,42.8,38.8,44.5,24.7,76,93,49,74,100,1,41.7,46.7,37,0.58,11,20,3,-1.65,0,-3.6,2.02,5.4,-10.8,12,17,-5,9,0,-10,-2.29,-1.5,-3,0.52,1,5,-3,-1.35,1.8,-3.6,-3.15,-1.8,-10.8,-4,0,-17,-25,0,-98,-1.25,0,-3,0.49,0,4,-5
2004,11,5,45.25,53.6,35.6,27.35,30.1,24.7,50,69,35,1,8,0,39.98,49,31.7,0,11,21,5,-1.38,1.8,-7.2,-11.45,-14.4,0,-26,-24,-14,-73,-92,-1,-1.72,2.3,-5.3,-0.58,0,1,2,-3.03,1.8,-10.8,-9.43,-9,-10.8,-14,-7,-19,-64,-92,-11,-4.01,0.8,-8.3,-0.06,1,6,-1
2004,11,6,52.7,64.4,42.8,36.58,40.9,30.1,56,81,34,13,37,2,49.38,63.6,36.1,0,10,14,6,7.45,10.8,7.2,9.23,10.8,5.4,6,12,-1,12,29,2,9.4,14.6,4.4,0,-1,-7,1,6.07,12.6,0,-2.22,-3.6,5.4,-20,-12,-15,-61,-63,1,7.68,16.9,-0.9,-0.58,-1,-6,3
2004,11,7,51.5,57.2,42.8,28.72,42.7,13.6,44,71,24,11,30,1,47.64,54.3,35.9,0,11,18,5,-1.2,-7.2,0,-7.86,1.8,-16.5,-12,-10,-10,-2,-7,-1,-1.74,-9.3,-0.2,0,1,4,-1,6.25,3.6,7.2,1.37,12.6,-11.1,-6,2,-11,10,22,1,7.66,5.3,4.2,0,0,-3,0
2004,11,8,41,46.4,33.8,18.02,21.2,15.8,40,55,29,6,46,0,37.13,43.1,27,0,6,12,1,-10.5,-10.8,-9,-10.7,-21.5,2.2,-4,-16,5,-5,16,-1,-10.51,-11.2,-8.9,0,-5,-6,-4,-11.7,-18,-9,-18.56,-19.7,-14.3,-16,-26,-5,-7,9,-2,-12.25,-20.5,-9.1,0,-4,-2,-5
2004,11,9,45.8,53.6,39.2,23.68,26.5,21.1,42,56,28,44,100,6,40.79,49.3,34.2,0,11,17,3,4.8,7.2,5.4,5.66,5.3,5.3,2,1,-1,38,54,6,3.66,6.2,7.2,0,5,5,2,-5.7,-3.6,-3.6,-5.04,-16.2,7.5,-2,-15,4,33,70,5,-6.85,-5,-1.7,0,0,-1,-2
2004,11,10,53.23,62.6,46.4,37.3,46.3,26.5,55,77,46,90,100,73,49.57,61.2,39.8,0,11,16,7,7.43,9,7.2,13.62,19.8,5.4,13,21,18,46,0,67,8.78,11.9,5.6,0,0,-1,4,12.23,16.2,12.6,19.28,25.1,10.7,15,22,17,84,54,73,12.44,18.1,12.8,0,5,4,6
2004,11,11,45.24,53.6,39.2,32.24,46.3,24.7,60,87,49,91,100,65,38.01,52.1,32.5,0.02,17,25,6,-7.99,-9,-7.2,-5.06,0,-1.8,5,10,3,1,0,-8,-11.56,-9.1,-7.3,0.02,6,9,-1,-0.56,0,0,8.56,19.8,3.6,18,31,21,47,0,59,-2.78,2.8,-1.7,0.02,6,8,3
2004,11,12,41.6,46.4,37.4,27.25,30.1,24.7,57,70,45,5,34,0,34.71,40,29.3,0,12,17,8,-3.64,-7.2,-1.8,-4.99,-16.2,0,-3,-17,-4,-86,-66,-65,-3.3,-12.1,-3.2,-0.02,-5,-8,2,-11.63,-16.2,-9,-10.05,-16.2,-1.8,2,-7,-1,-85,-66,-73,-14.86,-21.2,-10.5,0,1,1,1
2004,11,13,40.18,46.4,32,26.73,28.3,24.7,59,80,46,0,0,0,35.15,42.4,28.4,0,8,15,3,-1.42,0,-5.4,-0.52,-1.8,0,2,10,1,-5,-34,0,0.44,2.4,-0.9,0,-4,-2,-5,-5.06,-7.2,-7.2,-5.51,-18,0,-1,-7,-3,-91,-100,-65,-2.86,-9.7,-4.1,-0.02,-9,-10,-3
2004,11,14,41.38,50,32,25.61,35.5,19.3,54,69,37,42,100,0,37.39,48.5,27.4,0,6,9,5,1.2,3.6,0,-1.12,7.2,-5.4,-5,-11,-9,42,100,0,2.24,6.1,-1,0,-2,-6,2,-0.22,3.6,-5.4,-1.64,5.4,-5.4,-3,-1,-8,37,66,0,2.68,8.5,-1.9,0,-6,-8,-3
2004,11,15,44.38,51.8,37.4,31,42.7,24.7,60,87,46,86,100,37,41.34,51.3,32.1,0.1,5,9,3,3,1.8,5.4,5.39,7.2,5.4,6,18,9,44,0,37,3.95,2.8,4.7,0.1,-1,0,-2,4.2,5.4,5.4,4.27,14.4,0,1,7,0,86,100,37,6.19,8.9,3.7,0.1,-3,-6,0
2004,11,16,51.43,55.4,46.4,46.3,49.9,42.7,82,88,71,99,100,97,48.62,53.3,43.5,0.04,8,12,6,7.05,3.6,9,15.3,7.2,18,22,1,25,13,0,60,7.28,2,11.4,-0.06,3,3,3,10.05,5.4,14.4,20.69,14.4,23.4,28,19,34,57,0,97,11.23,4.8,16.1,0.04,2,3,1
2004,11,17,58.18,62.6,53.6,54.18,57.1,48.1,87,94,77,98,100,93,56.72,62.4,50.7,0.38,8,12,5,6.75,7.2,7.2,7.88,7.2,5.4,5,6,6,-1,0,-4,8.1,9.1,7.2,0.34,0,0,-1,13.8,10.8,16.2,23.18,14.4,23.4,27,7,31,12,0,56,15.38,11.1,18.6,0.28,3,3,2
2004,11,18,57.86,62.6,51.8,53.93,57.1,48.1,87,93,82,99,100,99,56.64,62.6,48.5,0.94,6,10,3,-0.32,0,-1.8,-0.25,0,0,0,-1,5,1,0,6,-0.08,0.2,-2.2,0.56,-2,-2,-2,6.43,7.2,5.4,7.63,7.2,5.4,5,5,11,0,0,2,8.02,9.3,5,0.9,-2,-2,-3
2004,11,19,52.93,55.4,50,50.35,53.5,46.3,91,94,87,99,100,99,50.68,54.8,45.6,0.37,7,12,3,-4.93,-7.2,-1.8,-3.58,-3.6,-1.8,4,1,5,0,0,0,-5.96,-7.8,-2.9,-0.57,1,2,0,-5.25,-7.2,-3.6,-3.83,-3.6,-1.8,4,0,10,1,0,6,-6.04,-7.6,-5.1,-0.01,-1,0,-2
2004,11,20,49.1,53.6,44.6,43.15,51.7,33.7,80,94,66,98,100,95,44.33,51.6,37.7,0,12,17,7,-3.83,-1.8,-5.4,-7.2,-1.8,-12.6,-11,0,-21,-1,0,-4,-6.35,-3.2,-7.9,-0.37,5,5,4,-8.76,-9,-7.2,-10.78,-5.4,-14.4,-7,1,-16,-1,0,-4,-12.31,-11,-10.8,-0.94,6,7,4
2004,11,21,42.13,46.4,35.6,29.05,33.7,26.5,60,70,49,51,100,1,38.33,43.3,31.4,0,6,10,3,-6.97,-7.2,-9,-14.1,-18,-7.2,-20,-24,-17,-47,0,-94,-6,-8.3,-6.3,0,-6,-7,-4,-10.8,-9,-14.4,-21.3,-19.8,-19.8,-31,-24,-38,-48,0,-98,-12.35,-11.5,-14.2,-0.37,-1,-2,0
2004,11,22,42.73,48.2,35.6,32.5,39.1,26.5,67,76,52,53,95,7,38.74,44.6,28.6,0,6,10,3,0.6,1.8,0,3.45,5.4,0,7,6,3,2,-5,6,0.41,1.3,-2.8,0,0,0,0,-6.37,-5.4,-9,-10.65,-12.6,-7.2,-13,-18,-14,-45,-5,-88,-5.59,-7,-9.1,0,-6,-7,-4
2004,11,23,47.53,51.8,44.6,39.7,44.5,31.9,75,93,61,90,100,66,43.29,48.5,37.4,0,9,16,6,4.8,3.6,9,7.2,5.4,5.4,8,17,9,37,5,59,4.55,3.9,8.8,0,3,6,3,5.4,5.4,9,10.65,10.8,5.4,15,23,12,39,0,65,4.96,5.2,6,0,3,6,3
2004,11,24,38.9,44.6,32,31.2,33.7,28.3,76,100,53,100,100,100,29.16,37.7,21.2,0.94,20,29,13,-8.63,-7.2,-12.6,-8.5,-10.8,-3.6,1,7,-8,10,0,34,-14.13,-10.8,-16.2,0.94,11,13,7,-3.83,-3.6,-3.6,-1.3,-5.4,1.8,9,24,1,47,5,93,-9.58,-6.9,-7.4,0.94,14,19,10
2004,11,25,29,33.8,24.8,20.88,24.7,17.5,71,80,60,27,100,0,20.73,24.8,16.2,0,9,16,5,-9.9,-10.8,-7.2,-10.32,-9,-10.8,-5,-20,7,-73,0,-100,-8.43,-12.9,-5,-0.94,-11,-13,-8,-18.53,-18,-19.8,-18.82,-19.8,-14.4,-4,-13,-1,-63,0,-66,-22.56,-23.7,-21.2,0,0,0,-1
2004,11,26,38.45,46.4,30.2,32.48,39.1,24.7,79,87,71,87,100,43,32.43,41.1,23.4,0.11,8,14,6,9.45,12.6,5.4,11.6,14.4,7.2,8,7,11,60,0,43,11.7,16.3,7.2,0.11,-1,-2,1,-0.45,1.8,-1.8,1.28,5.4,-3.6,3,-13,18,-13,0,-57,3.27,3.4,2.2,-0.83,-12,-15,-7
2004,11,27,43.55,46.4,37.4,39.48,42.7,31.9,85,93,71,100,100,100,36.24,41.4,27.2,0.43,15,20,9,5.1,0,7.2,7,3.6,7.2,6,6,0,13,0,57,3.81,0.3,3.8,0.32,7,6,3,14.55,12.6,12.6,18.6,18,14.4,14,13,11,73,0,100,15.51,16.6,11,0.43,6,4,4
2004,11,28,38.04,42.8,35.6,25.92,31.9,19.4,62,81,39,67,100,3,31.75,38.6,26.6,0.01,9,17,0,-5.51,-3.6,-1.8,-13.56,-10.8,-12.5,-23,-12,-32,-33,0,-97,-4.49,-2.8,-0.6,-0.42,-6,-3,-9,-0.41,-3.6,5.4,-6.56,-7.2,-5.3,-17,-6,-32,-20,0,-40,-0.68,-2.5,3.2,-0.1,1,3,-6
2004,11,29,36.95,39.2,35.6,31.9,33.7,26.5,82,93,69,77,100,13,33.55,37.5,30.7,0.07,4,6,3,-1.09,-3.6,0,5.98,1.8,7.1,20,12,30,10,0,10,1.8,-1.1,4.1,0.06,-5,-11,3,-6.6,-7.2,-1.8,-7.58,-9,-5.4,-3,0,-2,-23,0,-87,-2.69,-3.9,3.5,-0.36,-11,-14,-6
2004,11,30,38.53,41,33.8,34.74,37.3,30.1,86,93,81,77,100,9,32.96,37.1,23.5,0.53,8,16,3,1.58,1.8,-1.8,2.84,3.6,3.6,4,0,12,0,0,-4,-0.59,-0.4,-7.2,0.46,4,10,0,0.49,-1.8,-1.8,8.82,5.4,10.7,24,12,42,10,0,6,1.21,-1.5,-3.1,0.52,-1,-1,3
2004,12,1,30.35,33.8,26.6,24.4,30.1,21.1,78,86,69,54,100,0,20.6,24.3,13.8,0.1,12,21,6,-8.18,-7.2,-7.2,-10.34,-7.2,-9,-8,-7,-12,-23,0,-9,-12.36,-12.8,-9.7,-0.43,4,5,3,-6.6,-5.4,-9,-7.5,-3.6,-5.4,-4,-7,0,-23,0,-13,-12.95,-13.2,-16.9,0.03,8,15,3
2004,12,2,33.43,39.2,28.4,26.2,30.1,24.7,75,86,56,72,96,9,27.59,33.7,24.6,0,7,17,3,3.08,5.4,1.8,1.8,0,3.6,-3,0,-13,18,-4,9,6.99,9.4,10.8,-0.1,-5,-4,-3,-5.1,-1.8,-5.4,-8.54,-7.2,-5.4,-11,-7,-25,-5,-4,0,-5.37,-3.4,1.1,-0.53,-1,1,0
2004,12,3,32.38,35.6,26.6,22.38,30.1,15.7,67,81,51,18,70,0,25.51,29.6,16.8,0,8,12,2,-1.05,-3.6,-1.8,-3.82,0,-9,-8,-5,-5,-54,-26,-9,-2.08,-4.1,-7.8,0,1,-5,-1,2.03,1.8,0,-2.02,0,-5.4,-11,-5,-18,-36,-30,0,4.91,5.3,3,-0.1,-4,-9,-4
2004,12,4,38.9,44.6,33.8,30.78,35.5,28.3,73,87,57,74,100,0,32.06,38.4,24.8,0,11,18,5,6.52,9,7.2,8.4,5.4,12.6,6,6,6,56,30,0,6.55,8.8,8,0,3,6,3,5.47,5.4,5.4,4.58,5.4,3.6,-2,1,1,2,4,-9,4.47,4.7,0.2,0,4,1,2
2004,12,5,39.85,46.4,30.2,34.61,41.1,26.5,82,93,71,91,100,48,34.29,41.4,21.6,0.11,9,15,3,0.95,1.8,-3.6,3.83,5.6,-1.8,9,6,14,17,0,48,2.23,3,-3.2,0.11,-2,-3,-2,7.47,10.8,3.6,12.23,11,10.8,15,12,20,73,30,48,8.78,11.8,4.8,0.11,1,3,1
2004,12,6,45.8,51.8,39.2,42.99,48.1,37.3,90,100,82,99,100,98,41.73,49.4,31.2,0.25,8,14,3,5.95,5.4,9,8.38,7,10.8,8,7,11,8,0,50,7.44,8,9.6,0.14,-1,-1,0,6.9,7.2,5.4,12.21,12.6,9,17,13,25,25,0,98,9.67,11,6.4,0.25,-3,-4,-2
2004,12,7,47.3,50,42.8,43.68,48.1,33.7,87,94,70,100,100,100,42.2,48.5,34.5,1.46,11,18,5,1.5,-1.8,3.6,0.69,0,-3.6,-3,-6,-12,1,0,2,0.47,-0.9,3.3,1.21,3,4,2,7.45,3.6,12.6,9.07,7,7.2,5,1,-1,9,0,52,7.91,7.1,12.9,1.35,2,3,2
2004,12,8,40.1,42.8,37.4,33.7,37.3,30.1,78,81,70,95,100,75,34.58,39.2,31.4,0,8,16,6,-7.2,-7.2,-5.4,-9.98,-10.8,-3.6,-9,-13,0,-5,0,-25,-7.62,-9.3,-3.1,-1.46,-3,-2,1,-5.7,-9,-1.8,-9.29,-10.8,-7.2,-12,-19,-12,-4,0,-23,-7.15,-10.2,0.2,-0.25,0,2,3
2004,12,9,45.73,51.8,39.2,39.33,44.5,35.5,78,87,66,91,100,72,41.65,48.9,33.6,0.04,7,10,5,5.63,9,1.8,5.63,7.2,5.4,0,6,-4,-4,0,-3,7.07,9.7,2.2,0.04,-1,-6,-1,-1.57,1.8,-3.6,-4.35,-3.6,1.8,-9,-7,-4,-9,0,-28,-0.55,0.4,-0.9,-1.42,-4,-8,0
2004,12,10,43.48,44.6,39.2,38.73,40.9,33.7,83,93,81,98,100,86,38.82,42.2,30.1,0.22,8,18,3,-2.25,-7.2,0,-0.6,-3.6,-1.8,5,6,15,7,0,14,-2.83,-6.7,-3.5,0.18,1,8,-2,3.38,1.8,1.8,5.03,3.6,3.6,5,12,11,3,0,11,4.24,3,-1.3,0.22,0,2,-3
2004,12,11,35.23,39.2,33.8,26.88,35.5,22.9,71,87,64,97,100,84,26.23,31.2,24.2,0.02,14,22,7,-8.25,-5.4,-5.4,-11.85,-5.4,-10.8,-12,-6,-17,-1,0,-2,-12.59,-11,-5.9,-0.2,6,4,4,-10.5,-12.6,-5.4,-12.45,-9,-12.6,-7,0,-2,6,0,12,-15.42,-17.7,-9.4,-0.02,7,12,2
2004,12,12,37.25,42.8,33.8,27.32,33.7,19.3,68,86,51,98,100,96,27.48,34.8,22.6,0.08,18,26,10,2.02,3.6,0,0.44,-1.8,-3.6,-3,-1,-13,1,0,12,1.25,3.6,-1.6,0.06,4,4,3,-6.23,-1.8,-5.4,-11.41,-7.2,-14.4,-15,-7,-30,0,0,10,-11.34,-7.4,-7.5,-0.14,10,8,7
2004,12,13,26.45,33.8,21.2,14.36,21.1,12.7,57,69,50,100,100,100,13.25,22,6.8,0.01,18,23,13,-10.8,-9,-12.6,-12.96,-12.6,-6.6,-11,-17,-1,2,0,4,-14.23,-12.8,-15.8,-0.07,0,-3,3,-8.78,-5.4,-12.6,-12.52,-14.4,-10.2,-14,-18,-14,3,0,16,-12.98,-9.2,-17.4,-0.01,4,1,6
2004,12,14,21.58,26.6,15.8,11.75,13.6,11,59,73,46,40,100,0,10.31,19.1,1.4,0,11,17,7,-4.87,-7.2,-5.4,-2.61,-7.5,-1.7,2,4,-4,-60,0,-100,-2.94,-2.9,-5.4,-0.01,-7,-6,-6,-15.67,-16.2,-18,-15.57,-20.1,-8.3,-9,-13,-5,-58,0,-96,-17.17,-15.7,-21.2,-0.08,-7,-9,-3
2004,12,15,27.95,37.4,19.4,15.66,19.3,12.7,59,73,41,19,81,0,17.38,27.2,6.6,0,13,20,7,6.37,10.8,3.6,3.91,5.7,1.7,0,0,-5,-21,-19,0,7.07,8.1,5.2,0,2,3,0,1.5,3.6,-1.8,1.3,-1.8,0,2,4,-9,-81,-19,-100,4.13,5.2,-0.2,-0.01,-5,-3,-6
2004,12,16,35.98,42.8,30.2,20.5,24.7,15.7,53,64,48,88,100,46,26.95,35.8,19.7,0.02,14,22,9,8.03,5.4,10.8,4.84,5.4,3,-6,-9,7,69,19,46,9.57,8.6,13.1,0.02,1,2,2,14.4,16.2,14.4,8.75,11.1,4.7,-6,-9,2,48,0,46,16.64,16.7,18.3,0.02,3,5,2
2004,12,17,28.33,33.8,21.2,16.05,21.1,13.6,60,74,44,93,100,65,21,27.7,12.6,0,7,10,3,-7.65,-9,-9,-4.45,-3.6,-2.1,7,10,-4,5,0,19,-5.95,-8.1,-7.1,-0.02,-7,-12,-6,0.38,-3.6,1.8,0.39,1.8,0.9,1,1,3,74,19,65,3.62,0.5,6,0,-6,-10,-4
2004,12,18,32.45,39.2,23,25.3,30.1,17.5,75,86,65,95,100,73,23.07,30.8,7.6,0.11,13,22,7,4.12,5.4,1.8,9.25,9,3.9,15,12,21,2,0,8,2.07,3.1,-5,0.11,6,12,4,-3.53,-3.6,-7.2,4.8,5.4,1.8,22,22,17,7,0,27,-3.88,-5,-12.1,0.09,-1,0,-2
2004,12,19,10.4,19.4,5,-2.06,12.7,-6.4,52,68,44,84,100,36,-6.56,3.2,-17.1,0.04,17,24,5,-22.05,-19.8,-18,-27.36,-17.4,-23.9,-23,-18,-21,-11,0,-37,-29.63,-27.6,-24.7,-0.07,4,2,-2,-17.93,-14.4,-16.2,-18.11,-8.4,-20,-8,-6,0,-9,0,-29,-27.56,-24.5,-29.7,0.04,10,14,2
2004,12,20,19.55,26.6,10.4,6.32,12.7,-1,51,61,39,82,100,53,6.47,15.2,-4.8,0.01,14,23,3,9.15,7.2,5.4,8.38,0,5.4,-1,-7,-5,-2,0,17,13.03,12,12.3,-0.03,-3,-1,-2,-12.9,-12.6,-12.6,-18.98,-17.4,-18.5,-24,-25,-26,-13,0,-20,-16.6,-15.6,-12.4,-0.1,1,1,-4
2004,12,21,26.53,33.8,17.6,15.64,24.7,7.8,60,74,43,79,100,60,15.2,22.8,5.5,0.02,14,20,8,6.98,7.2,7.2,9.32,12,8.8,9,13,4,-3,0,7,8.73,7.6,10.3,0.01,0,-3,5,16.13,14.4,12.6,17.7,12,14.2,8,6,-1,-5,0,24,21.76,19.6,22.6,-0.02,-3,-4,3
2004,12,22,11.79,15.8,8.6,2.06,9.5,-1,60,91,52,94,100,77,-2.33,2.9,-7.2,0.01,11,17,8,-14.74,-18,-9,-13.58,-15.2,-8.8,0,17,9,15,0,17,-17.53,-19.9,-12.7,-0.01,-3,-3,0,-7.76,-10.8,-1.8,-4.26,-3.2,0,9,30,13,12,0,24,-8.8,-12.3,-2.4,0,-3,-6,5
2004,12,23,12.58,19.4,8.6,1.29,2.9,-1.2,55,66,41,60,100,15,-3.42,5.5,-8.6,0.06,15,21,10,0.79,3.6,0,-0.77,-6.6,-0.2,-5,-25,-11,-34,0,-62,-1.09,2.6,-1.4,0.05,4,4,2,-13.95,-14.4,-9,-14.35,-21.8,-9,-5,-8,-2,-19,0,-45,-18.62,-17.3,-14.1,0.04,1,1,2
2004,12,24,5.83,10.4,-0.4,-7.16,-3,-10.2,51,66,40,8,37,2,-8.55,-0.4,-19.2,0,10,14,6,-6.75,-9,-9,-8.45,-5.9,-9,-4,0,-1,-52,-63,-13,-5.13,-5.9,-10.6,-0.06,-5,-7,-4,-5.96,-5.4,-9,-9.22,-12.5,-9.2,-9,-25,-12,-86,-63,-75,-6.22,-3.3,-12,-0.01,-1,-3,-2
2004,12,25,15.05,19.4,10.4,6.18,15.7,-1,63,86,53,87,99,60,3.11,12.7,-6.1,0.01,9,15,5,9.22,9,10.8,13.34,18.7,9.2,12,20,13,79,62,58,11.66,13.1,13.1,0.01,-1,1,-1,2.47,0,1.8,4.89,12.8,0.2,8,20,12,27,-1,45,6.53,7.2,2.5,-0.05,-6,-6,-5
2004,12,26,20.9,24.8,15.8,14.64,17.5,11,75,93,58,75,96,47,11.93,19.7,4.2,0,7,14,3,5.85,5.4,5.4,8.46,1.8,12,12,7,5,-12,-3,-13,8.82,7,10.3,-0.01,-2,-1,-2,15.07,14.4,16.2,21.8,20.5,21.2,24,27,18,67,59,45,20.48,20.1,23.4,0,-3,0,-3
2004,12,27,22.25,26.6,17.6,13.16,15.7,11,63,79,50,50,96,3,13.03,16.4,7.3,0,8,16,3,1.35,1.8,1.8,-1.48,-1.8,0,-12,-14,-8,-25,0,-44,1.1,-3.3,3.1,0,1,2,0,7.2,7.2,7.2,6.98,0,12,0,-7,-3,-37,-3,-57,9.92,3.7,13.4,-0.01,-1,1,-2
2004,12,28,32.6,42.8,24.8,21.99,30.1,13.6,65,81,52,100,100,100,24.08,36.1,12.9,0.04,10,16,7,10.35,16.2,7.2,8.83,14.4,2.6,2,2,2,50,4,97,11.05,19.7,5.6,0.04,2,0,4,11.7,18,9,7.35,12.6,2.6,-10,-12,-6,25,4,53,12.15,16.4,8.7,0.04,3,2,4
2004,12,29,35.72,41,28.4,31.15,35.5,26.5,83,93,70,99,100,97,31.2,37.1,24.6,0.02,5,9,3,3.12,-1.8,3.6,9.16,5.4,12.9,18,12,18,-1,0,-3,7.12,1,11.7,-0.02,-5,-7,-4,13.47,14.4,10.8,17.99,19.8,15.5,20,14,20,49,4,94,18.17,20.7,17.3,0.02,-3,-7,0
2004,12,30,43.33,55.4,33.8,39.7,48.1,31.9,87,93,77,99,100,99,37.73,50.9,27.7,0.21,13,28,3,7.61,14.4,5.4,8.55,12.6,5.4,4,0,7,0,0,2,6.53,13.8,3.1,0.19,8,19,0,10.73,12.6,9,17.71,18,18.3,22,12,25,-1,0,-1,13.65,14.8,14.8,0.17,3,12,-4
2004,12,31,49.99,57.2,33.8,39.08,51.7,19.3,67,94,41,25,96,2,44.86,53.3,27.7,0.04,15,20,7,6.66,1.8,0,-0.62,3.6,-12.6,-20,1,-36,-74,-4,-97,7.13,2.4,0,-0.17,2,-8,4,14.27,16.2,5.4,7.93,16.2,-7.2,-16,1,-29,-74,-4,-95,13.66,16.2,3.1,0.02,10,11,4
2005,1,1,33.5,37.4,28.4,25.52,37.2,17.5,73,100,59,67,100,20,25.03,29.9,19.7,0.28,11,16,6,-16.49,-19.8,-5.4,-13.56,-14.5,-1.8,6,6,18,42,4,18,-19.83,-23.4,-8,0.24,-4,-4,-1,-9.83,-18,-5.4,-14.18,-10.9,-14.4,-14,7,-18,-32,0,-79,-12.7,-21,-8,0.07,-2,-12,3
2005,1,2,44.38,55.4,35.6,41.57,53.5,30.1,90,100,81,96,100,83,39.42,53,30.3,0.44,9,15,6,10.88,18,7.2,16.05,16.3,12.6,17,0,22,29,0,63,14.39,23.1,10.6,0.16,-2,-1,0,-5.61,-1.8,1.8,2.49,1.8,10.8,23,6,40,71,4,81,-5.44,-0.3,2.6,0.4,-6,-5,-1
2005,1,3,36.35,37.4,35.6,32.65,35.5,30.1,87,93,81,99,100,98,28.3,31.7,25.8,0.77,12,16,5,-8.03,-18,0,-8.92,-18,0,-3,-7,0,3,0,15,-11.12,-21.3,-4.5,0.33,3,1,-1,2.85,0,7.2,7.13,-1.7,12.6,14,-7,22,32,0,78,3.27,1.8,6.1,0.49,1,0,-1
2005,1,4,34.85,37.4,32,29.65,31.9,26.5,81,86,69,96,100,80,26.35,29.8,20.8,0.2,12,21,6,-1.5,0,-3.6,-3,-3.6,-3.6,-6,-7,-12,-3,0,-18,-1.95,-1.9,-5,-0.57,0,5,1,-9.53,-18,-3.6,-11.92,-21.6,-3.6,-9,-14,-12,0,0,-3,-13.07,-23.2,-9.5,-0.24,3,6,0
