WsWaIdx,SiteName,Month,Day,Year,avg_Tsfc_F,max_Tsfc_F,min_Tsfc_F,tot_Tsfc_F,avg_Tdew_F,max_Tdew_F,min_Tdew_F,tot_Tdew_F,avg_Twet_F,max_Twet_F,min_Twet_F,tot_Twet_F,avg_Rh_PCT,max_Rh_PCT,min_Rh_PCT,tot_Rh_PCT,avg_Psfc_MB,max_Psfc_MB,min_Psfc_MB,tot_Psfc_MB,avg_CldCov_PCT,max_CldCov_PCT,min_CldCov_PCT,tot_CldCov_PCT,avg_Twc_F,max_Twc_F,min_Twc_F,tot_Twc_F,avg_Tapp_F,max_Tapp_F,min_Tapp_F,tot_Tapp_F,avg_Spd_KTS,max_Spd_KTS,min_Spd_KTS,tot_Spd_KTS,avg_Dir_DEG,max_Dir_DEG,min_Dir_DEG,tot_Dir_DEG,avg_PcpPrevHr_IN,max_PcpPrevHr_IN,min_PcpPrevHr_IN,tot_PcpPrevHr_IN,avg_DnSol_WsqM,max_DnSol_WsqM,min_DnSol_WsqM,tot_DnSol_WsqM,avg_DiffHorz_WsqM,max_DiffHorz_WsqM,min_DiffHorz_WsqM,tot_DiffHorz_WsqM,avg_DirNormIr_WsqM,max_DirNormIr_WsqM,min_DirNormIr_WsqM,tot_DirNormIr_WsqM,avg_Spd_MPH,max_Spd_MPH,min_Spd_MPH,tot_Spd_MPH
39899,KMDW,7,4,2005,75.880000,87.8,69.8,1821.0,61.530000,66.1,55.4,1476.6,66.240000,71.4,61.9,1589.7,62,83,46,1493,990.850000,992.9,989.2,23780.4,98,100,96,2374,75.880000,87.8,69.8,1821.0,78.680000,90.3,69.8,1888.4,8,13,4,194,240,340,190,5770,0.020000,0.15,0.00,0.41,181,475,0,4363,132,419,0,3180,69,347,0,1673,9,15,5,225
39899,KMDW,7,5,2005,73.930000,84.2,64.4,1774.2,60.310000,64.3,51.9,1447.5,65.020000,68.2,63.2,1560.4,66,94,33,1595,993.100000,994.9,991.9,23834.5,54,100,4,1306,73.930000,84.2,64.4,1774.2,74.750000,84.2,64.4,1794.0,7,14,3,170,170,330,20,4090,0.000000,0.00,0.00,0.00,276,943,0,6624,114,373,0,2746,220,736,0,5291,8,16,3,199
39899,KMDW,7,6,2005,71.530000,78.8,66.2,1716.6,61.180000,62.6,59.0,1468.4,64.670000,67.8,62.7,1552.1,71,83,54,1706,995.340000,996.2,994.2,23888.1,53,100,3,1295,71.530000,78.8,66.2,1716.6,72.900000,80.7,66.2,1749.7,7,12,3,178,64,360,0,1540,0.000000,0.02,0.00,0.03,243,706,0,5834,153,498,0,3691,120,356,0,2896,8,14,3,208
39899,KMDW,7,7,2005,73.180000,78.8,68.0,1756.2,58.720000,62.5,51.8,1409.2,63.860000,66.1,61.1,1532.7,62,83,39,1501,996.090000,996.9,995.2,23906.1,18,54,5,449,73.180000,78.8,68.0,1756.2,74.400000,79.7,68.0,1785.6,8,12,4,203,60,110,20,1450,0.000000,0.00,0.00,0.00,296,851,0,7111,141,378,0,3395,219,562,0,5268,9,14,5,235
39899,KMDW,7,8,2005,75.080000,82.4,64.4,1801.9,54.430000,66.2,44.7,1306.2,62.200000,69.0,59.5,1492.9,52,78,28,1252,996.470000,997.9,995.2,23915.3,1,4,0,30,75.080000,82.4,64.4,1801.9,76.050000,82.4,64.4,1825.1,6,11,3,163,114,350,0,2750,0.000000,0.00,0.00,0.00,341,956,0,8199,87,229,0,2099,358,804,0,8594,7,13,3,191
39899,KMDW,7,9,2005,77.530000,87.8,64.4,1860.6,51.980000,58.9,44.7,1247.4,61.800000,63.7,59.0,1483.3,43,77,26,1054,997.600000,999.2,996.2,23942.5,11,32,1,278,77.530000,87.8,64.4,1860.6,78.260000,87.8,64.4,1878.3,5,11,0,131,140,210,70,3380,0.000000,0.00,0.00,0.00,342,965,0,8231,85,200,0,2057,358,847,0,8599,6,13,0,150
39899,KMDW,7,10,2005,80.380000,89.6,69.8,1929.0,51.800000,57.2,48.4,1243.2,62.560000,65.7,58.9,1501.5,38,54,24,927,997.530000,999.2,995.9,23940.7,5,40,0,125,80.380000,89.6,69.8,1929.0,81.340000,89.6,69.8,1952.2,6,13,2,156,142,250,60,3430,0.000000,0.00,0.00,0.00,341,955,0,8186,88,219,0,2118,356,791,0,8566,7,15,2,182
39899,KMDW,7,11,2005,80.600000,87.8,71.6,1934.4,57.390000,62.6,51.9,1377.3,65.450000,67.8,63.7,1570.9,46,69,29,1124,994.870000,996.9,992.6,23876.9,95,100,84,2286,80.600000,87.8,71.6,1934.4,81.880000,87.8,76.2,1965.2,8,13,3,211,92,360,20,2220,0.000000,0.00,0.00,0.00,204,598,0,4903,138,380,0,3334,89,315,0,2137,10,15,3,245
39899,KMDW,7,12,2005,77.000000,84.2,71.6,1848.0,64.140000,67.9,59.0,1539.3,68.130000,69.9,65.8,1635.1,65,78,48,1565,991.430000,992.6,990.6,23794.4,82,100,40,1986,77.000000,84.2,71.6,1848.0,79.630000,85.7,76.1,1911.1,10,16,5,259,43,80,0,1050,0.030000,0.16,0.00,0.69,154,579,0,3709,118,375,0,2844,43,223,0,1032,12,18,6,297
39899,KMDW,7,13,2005,79.250000,86.0,73.4,1902.0,65.870000,69.7,60.8,1580.9,69.900000,71.5,67.2,1677.6,65,89,46,1565,990.600000,991.6,989.9,23774.4,57,100,13,1373,79.250000,86.0,73.4,1902.0,81.880000,87.6,77.4,1965.1,10,14,6,259,52,360,0,1270,0.010000,0.14,0.00,0.19,210,793,0,5040,133,366,0,3210,97,545,0,2351,12,16,7,299
39899,KMDW,7,14,2005,78.940000,86.0,73.4,1894.6,66.150000,72.4,64.4,1587.5,69.940000,73.0,68.2,1678.5,66,80,49,1587,990.950000,992.2,989.9,23782.9,28,88,0,686,78.940000,86.0,73.4,1894.6,81.980000,89.1,77.1,1967.6,9,15,5,234,54,360,0,1310,0.000000,0.00,0.00,0.00,303,918,0,7287,115,318,0,2766,258,710,0,6212,11,17,6,272
39899,KMDW,7,15,2005,78.500000,84.2,71.6,1884.0,65.340000,69.7,60.8,1568.1,69.310000,72.4,67.7,1663.4,65,83,45,1565,992.430000,993.6,991.2,23818.4,81,100,7,1945,78.500000,84.2,71.6,1884.0,81.280000,87.9,76.1,1950.8,7,11,4,168,101,360,0,2440,0.010000,0.05,0.00,0.20,78,267,0,1894,72,220,0,1733,20,246,0,491,8,13,5,197
39899,KMDW,7,16,2005,81.130000,89.6,73.4,1947.0,65.210000,67.9,62.6,1565.1,70.020000,71.7,67.7,1680.4,59,78,43,1438,992.170000,993.6,990.9,23812.0,38,85,5,930,81.130000,89.6,73.4,1947.0,83.810000,92.3,77.1,2011.5,6,11,3,159,111,360,0,2680,0.000000,0.07,0.00,0.07,294,846,0,7056,124,341,0,2984,232,660,0,5586,7,13,3,182
39899,KMDW,7,17,2005,85.400000,95.0,75.2,2049.6,67.290000,71.6,61.0,1615.0,72.460000,74.9,70.4,1739.0,57,83,34,1378,990.690000,992.2,988.9,23776.5,22,79,2,539,85.400000,95.0,75.2,2049.6,89.020000,97.6,78.9,2136.5,7,14,3,190,212,260,120,5110,0.000000,0.03,0.00,0.03,316,910,0,7593,107,277,0,2568,290,704,0,6974,9,16,3,222
39899,KMDW,7,18,2005,83.030000,89.6,75.2,1992.7,65.380000,71.6,55.4,1569.1,70.840000,75.3,64.4,1700.2,57,89,36,1391,988.710000,990.9,987.2,23729.1,52,100,1,1256,83.030000,89.6,75.2,1992.7,85.810000,93.2,79.3,2059.4,10,18,6,252,240,300,180,5760,0.000000,0.00,0.00,0.00,173,787,0,4155,116,320,0,2786,76,529,0,1828,12,21,7,290
39899,KMDW,7,19,2005,80.000000,89.6,69.8,1920.0,58.460000,74.3,51.9,1403.0,65.850000,78.1,60.7,1580.5,48,62,31,1173,993.610000,995.2,991.6,23846.7,0,3,0,12,80.000000,89.6,69.8,1920.0,82.110000,99.4,69.8,1970.7,6,12,3,153,193,330,0,4650,0.000000,0.00,0.00,0.00,333,943,0,7993,86,218,0,2082,345,782,0,8303,7,14,3,179
39899,KMDW,7,20,2005,79.730000,91.4,71.6,1913.6,66.230000,73.3,57.2,1589.5,70.230000,75.6,63.7,1685.4,64,79,49,1541,993.120000,994.9,990.9,23834.9,41,99,0,985,79.730000,91.4,71.6,1913.6,83.880000,98.0,76.2,2013.2,7,12,4,188,210,260,160,5060,0.010000,0.07,0.00,0.15,264,899,0,6349,106,311,0,2560,214,677,0,5154,9,14,5,218
39899,KMDW,7,21,2005,79.930000,91.4,73.4,1918.2,66.920000,71.6,64.3,1606.0,70.680000,75.9,67.1,1696.2,65,83,49,1570,993.200000,994.6,991.2,23836.9,31,89,2,764,79.930000,91.4,73.4,1918.2,83.370000,98.0,77.0,2000.9,6,10,3,155,185,350,30,4440,0.000000,0.01,0.00,0.01,271,905,0,6508,115,412,0,2767,213,700,0,5117,7,12,3,177
39899,KMDW,7,22,2005,77.900000,84.2,71.6,1869.6,64.670000,67.9,60.7,1552.0,68.700000,70.9,65.1,1648.8,64,83,48,1553,996.010000,997.5,993.2,23904.3,10,31,1,262,77.900000,84.2,71.6,1869.6,80.810000,86.4,76.1,1939.5,7,11,3,180,79,360,0,1910,0.000000,0.00,0.00,0.00,319,916,0,7659,91,236,0,2206,315,772,0,7573,8,13,3,210
39899,KMDW,7,23,2005,78.580000,84.2,71.6,1885.8,66.600000,71.5,60.7,1598.4,70.150000,73.9,64.5,1683.5,67,79,58,1612,996.580000,998.5,993.6,23918.0,69,100,1,1673,78.580000,84.2,71.6,1885.8,82.400000,88.9,76.1,1977.7,6,11,2,154,155,360,60,3720,0.000000,0.00,0.00,0.00,187,649,0,4509,123,355,0,2965,80,352,0,1927,7,13,2,175
39899,KMDW,7,24,2005,90.200000,104.0,78.8,2164.8,68.770000,73.4,62.9,1650.5,74.660000,77.0,72.3,1791.8,53,79,26,1284,990.480000,993.6,988.2,23771.4,17,75,0,425,90.200000,104.0,78.8,2164.8,95.480000,108.6,82.5,2291.4,11,16,5,278,235,280,190,5650,0.000000,0.00,0.00,0.00,299,864,0,7181,113,343,0,2732,264,775,0,6346,13,18,6,319
39899,KMDW,7,25,2005,83.750000,87.8,73.4,2010.0,69.870000,75.2,57.3,1676.9,73.660000,77.7,67.1,1767.8,63,83,38,1535,990.030000,993.9,985.9,23760.7,46,99,0,1120,83.750000,87.8,73.4,2010.0,88.930000,96.1,77.2,2134.3,6,14,1,165,178,360,0,4290,0.000000,0.01,0.00,0.02,281,845,0,6744,131,420,0,3163,214,701,0,5147,7,16,1,190
39899,KMDW,7,26,2005,77.130000,86.0,66.2,1851.2,67.400000,78.0,62.5,1617.5,70.150000,77.3,63.7,1683.5,73,94,55,1763,987.070000,990.6,984.9,23689.7,94,100,82,2277,77.100000,86.0,65.9,1850.4,80.090000,90.1,65.9,1922.2,10,16,6,248,205,350,0,4940,0.050000,0.31,0.00,1.29,160,640,0,3863,103,376,0,2494,77,308,0,1853,11,18,7,286
39899,KMDW,7,27,2005,68.600000,73.4,62.6,1646.4,54.370000,62.5,48.2,1304.8,59.890000,63.2,58.1,1437.3,62,94,41,1495,995.030000,996.9,990.6,23880.7,28,100,1,695,68.480000,73.4,61.4,1643.4,69.580000,76.5,61.4,1670.0,8,14,4,210,193,360,0,4640,0.000000,0.00,0.00,0.00,318,925,0,7636,93,246,0,2233,317,789,0,7621,10,16,5,244
39899,KMDW,7,28,2005,70.280000,78.8,59.0,1686.7,52.060000,63.9,46.4,1249.4,59.210000,67.7,55.7,1421.1,55,82,32,1334,997.030000,998.2,995.9,23928.8,0,3,0,19,70.240000,78.8,58.8,1685.7,71.100000,80.0,58.8,1706.5,5,9,3,123,258,360,210,6200,0.000000,0.00,0.00,0.00,324,935,0,7786,83,218,0,2013,339,801,0,8144,5,10,3,143
39899,KMDW,7,29,2005,71.980000,82.4,62.6,1727.5,56.960000,62.6,53.5,1367.0,62.280000,67.8,57.0,1494.7,60,73,42,1440,999.100000,1001.2,997.2,23978.3,13,65,0,327,71.960000,82.4,62.6,1727.1,73.380000,82.5,62.6,1761.1,8,14,4,192,145,310,30,3490,0.000000,0.00,0.00,0.00,285,912,0,6854,113,407,0,2715,243,733,0,5847,9,16,5,223
39899,KMDW,7,30,2005,76.250000,84.2,66.2,1830.0,58.340000,64.4,55.3,1400.1,64.480000,68.7,59.4,1547.6,54,70,37,1318,1001.600000,1003.2,999.9,24038.5,7,50,0,181,76.250000,84.2,66.2,1830.0,77.200000,84.5,66.2,1852.8,5,10,2,125,102,340,0,2460,0.000000,0.00,0.00,0.00,313,906,0,7523,92,260,0,2227,317,764,0,7611,6,12,2,145
39899,KMDW,7,31,2005,79.630000,87.8,71.6,1911.0,62.900000,66.2,59.0,1509.6,68.080000,71.4,64.0,1634.0,57,74,43,1384,999.030000,1000.9,996.9,23976.7,41,99,1,993,79.630000,87.8,71.6,1911.0,82.280000,90.3,76.2,1974.6,7,11,4,169,207,250,170,4970,0.000000,0.00,0.00,0.00,290,909,0,6981,102,285,0,2457,249,761,0,5998,8,13,5,197
39899,KMDW,8,1,2005,81.880000,91.4,69.8,1965.0,64.410000,66.2,59.2,1545.8,69.710000,71.5,67.2,1673.0,58,88,34,1399,997.370000,998.5,995.9,23936.9,0,1,0,5,81.880000,91.4,69.8,1965.0,84.280000,93.5,69.8,2022.7,5,10,3,143,212,270,170,5090,0.000000,0.00,0.00,0.00,314,912,0,7538,86,230,0,2064,323,770,0,7762,6,12,3,165
39899,KMDW,8,2,2005,83.380000,91.4,73.4,2001.0,64.940000,68.0,59.1,1558.6,70.450000,72.5,68.3,1690.7,55,78,36,1338,995.650000,997.5,993.9,23895.7,1,20,0,40,83.380000,91.4,73.4,2001.0,86.020000,93.5,77.1,2064.4,7,12,3,176,208,360,170,5000,0.000000,0.00,0.00,0.00,313,911,0,7513,85,232,0,2047,323,780,0,7768,8,14,3,205
39899,KMDW,8,3,2005,84.500000,93.2,75.2,2028.0,67.350000,71.7,64.3,1616.4,72.230000,76.4,67.7,1733.4,57,70,39,1376,993.080000,994.6,991.6,23834.0,71,99,24,1713,84.500000,93.2,75.2,2028.0,88.380000,97.1,78.2,2121.0,9,16,5,239,203,220,180,4890,0.000000,0.01,0.00,0.01,226,639,0,5435,134,402,0,3231,137,508,0,3310,11,18,6,278
39899,KMDW,8,4,2005,82.850000,89.6,78.8,1988.4,66.810000,71.6,55.4,1603.4,71.580000,74.9,63.9,1717.8,59,66,42,1420,993.710000,997.5,991.9,23849.1,97,100,91,2350,82.850000,89.6,78.8,1988.4,86.390000,94.5,79.4,2073.3,10,14,6,249,248,340,200,5960,0.010000,0.05,0.00,0.34,184,595,0,4418,111,324,0,2669,94,392,0,2273,12,16,7,290
39899,KMDW,8,5,2005,76.550000,82.4,71.6,1837.2,56.190000,63.3,53.6,1348.6,63.380000,67.2,60.4,1521.1,49,63,37,1196,999.650000,1000.9,997.5,23991.7,80,99,57,1926,76.550000,82.4,71.6,1837.2,78.580000,82.5,76.1,1886.0,7,12,4,184,202,360,0,4870,0.000000,0.00,0.00,0.00,197,630,0,4750,125,364,0,3015,96,374,0,2322,8,14,5,215
39899,KMDW,8,6,2005,75.500000,82.4,64.4,1812.0,56.070000,60.8,51.8,1345.6,63.100000,65.6,59.7,1514.4,53,77,35,1272,998.570000,1000.5,995.9,23965.7,6,30,1,154,75.500000,82.4,64.4,1812.0,76.380000,82.4,64.4,1833.1,5,9,3,137,142,360,0,3410,0.000000,0.00,0.00,0.00,313,921,0,7519,80,204,0,1924,335,805,0,8046,6,10,3,156
39899,KMDW,8,7,2005,78.800000,87.8,66.2,1891.2,58.850000,62.6,55.5,1412.4,65.600000,69.2,61.6,1574.3,52,78,33,1258,996.300000,997.9,994.6,23911.3,0,1,0,2,78.800000,87.8,66.2,1891.2,79.800000,88.7,66.2,1915.1,5,12,1,127,186,360,80,4480,0.000000,0.00,0.00,0.00,308,908,0,7401,82,223,0,1975,324,785,0,7799,6,14,1,145
39899,KMDW,8,8,2005,81.580000,91.4,71.6,1957.8,62.850000,77.0,57.2,1508.5,68.710000,80.3,64.5,1649.1,54,73,38,1301,994.950000,996.2,992.9,23878.7,0,3,0,18,81.580000,91.4,71.6,1957.8,84.720000,104.9,76.2,2033.2,5,9,2,121,221,300,170,5310,0.000000,0.00,0.00,0.00,302,898,0,7260,80,222,0,1943,323,785,0,7766,5,10,2,139
39899,KMDW,8,9,2005,82.910000,91.4,71.6,1989.9,64.190000,73.3,59.1,1540.5,69.770000,76.4,65.4,1674.4,54,73,36,1314,993.190000,995.2,990.2,23836.5,8,30,0,195,82.910000,91.4,71.6,1989.9,85.950000,100.5,76.2,2062.8,7,13,3,176,210,260,170,5040,0.000000,0.00,0.00,0.00,292,898,0,7029,93,300,0,2243,287,766,0,6899,8,15,3,204
39899,KMDW,8,10,2005,79.950000,87.8,71.6,1918.9,65.850000,69.7,64.3,1580.3,69.970000,72.5,67.7,1679.3,62,83,49,1511,992.400000,994.2,991.2,23817.7,24,57,0,585,79.950000,87.8,71.6,1918.9,82.790000,91.2,76.1,1987.0,7,11,3,172,142,350,30,3430,0.000000,0.00,0.00,0.00,264,821,0,6338,108,349,0,2594,231,775,0,5565,8,13,3,201
39899,KMDW,8,11,2005,73.630000,77.0,69.8,1767.0,65.880000,69.7,64.3,1581.0,68.250000,71.6,66.1,1638.1,77,88,69,1851,993.280000,996.9,989.6,23838.6,86,100,51,2075,73.630000,77.0,69.8,1767.0,76.750000,80.6,69.8,1842.0,7,12,3,175,143,360,60,3440,0.040000,0.34,0.00,0.99,182,649,0,4368,110,373,0,2648,106,443,0,2562,8,14,3,204
39899,KMDW,8,12,2005,78.500000,84.2,73.4,1884.0,68.540000,71.5,66.2,1644.9,71.380000,73.7,69.8,1713.0,72,89,58,1736,990.040000,991.2,988.9,23760.9,91,100,61,2184,78.500000,84.2,73.4,1884.0,81.990000,88.9,77.4,1967.8,7,11,3,176,220,300,0,5280,0.010000,0.09,0.00,0.29,181,621,0,4346,108,389,0,2598,96,399,0,2307,8,13,3,202
39899,KMDW,8,13,2005,73.100000,77.0,69.8,1754.4,63.640000,69.7,57.1,1527.3,66.670000,70.2,61.6,1600.0,72,94,61,1745,991.280000,993.2,989.9,23790.7,97,100,89,2346,73.100000,77.0,69.8,1754.4,76.100000,79.5,69.8,1826.5,8,13,4,192,166,360,0,3990,0.000000,0.01,0.00,0.07,106,387,0,2561,91,317,0,2191,27,114,0,667,9,15,5,221
39899,KMDW,8,14,2005,70.700000,75.2,66.2,1696.8,56.760000,60.7,53.6,1362.3,61.830000,64.5,59.4,1484.0,62,83,47,1494,994.850000,997.2,991.6,23876.5,93,100,53,2239,70.700000,75.2,66.2,1696.8,72.150000,77.4,66.2,1731.7,5,9,2,141,236,360,0,5670,0.000000,0.00,0.00,0.00,89,261,0,2137,86,244,0,2074,3,28,0,89,6,10,2,162
39899,KMDW,8,15,2005,73.060000,78.8,62.6,1753.4,62.240000,67.8,58.9,1493.8,65.710000,69.5,60.3,1577.0,70,88,54,1683,997.780000,998.9,996.5,23946.6,64,100,14,1555,73.060000,78.8,62.6,1753.4,74.720000,81.1,62.6,1793.3,5,9,1,121,201,350,60,4830,0.000000,0.00,0.00,0.00,198,606,0,4760,121,389,0,2920,118,473,0,2832,5,10,1,138
39899,KMDW,8,16,2005,75.130000,82.4,66.2,1803.0,61.950000,64.3,59.0,1486.8,66.240000,67.7,63.7,1589.8,65,88,48,1566,997.270000,998.2,996.2,23934.5,10,51,0,259,75.130000,82.4,66.2,1803.0,76.770000,83.4,66.2,1842.5,6,11,1,147,146,330,20,3520,0.000000,0.00,0.00,0.00,285,864,0,6860,90,252,0,2179,290,766,0,6972,7,13,1,171
39899,KMDW,8,17,2005,75.380000,82.4,64.4,1809.1,60.900000,69.5,55.4,1461.7,65.720000,72.3,62.0,1577.2,63,88,42,1515,994.520000,997.2,991.6,23868.5,16,58,0,386,75.380000,82.4,64.4,1809.1,76.730000,85.3,64.4,1841.5,5,10,0,130,141,360,20,3400,0.000000,0.00,0.00,0.00,286,879,0,6867,84,220,0,2037,294,765,0,7077,6,12,0,148
39899,KMDW,8,18,2005,77.450000,82.4,71.6,1858.8,67.500000,73.3,62.5,1619.9,70.400000,75.2,66.1,1689.7,71,94,65,1725,987.360000,991.2,984.2,23696.6,84,100,50,2029,77.450000,82.4,71.6,1858.8,81.260000,87.6,76.2,1950.2,8,17,3,214,186,360,130,4470,0.010000,0.04,0.00,0.12,167,648,0,4030,108,411,0,2600,83,341,0,1999,10,20,3,248
39899,KMDW,8,19,2005,78.350000,87.8,71.6,1880.4,66.830000,71.5,62.7,1603.8,70.230000,73.6,66.6,1685.5,69,89,43,1665,989.050000,991.2,984.9,23737.3,7,35,0,185,78.350000,87.8,71.6,1880.4,81.740000,90.3,76.1,1961.7,7,11,4,183,230,320,80,5520,0.000000,0.00,0.00,0.00,283,861,0,6804,78,221,0,1891,305,784,0,7343,8,13,5,209
39899,KMDW,8,20,2005,78.130000,84.2,71.6,1875.0,67.950000,71.5,59.0,1630.9,70.970000,73.7,64.0,1703.2,72,94,55,1740,991.290000,994.2,989.6,23790.9,58,100,2,1399,78.130000,84.2,71.6,1875.0,81.750000,88.9,76.1,1961.9,8,14,3,212,245,360,110,5880,0.010000,0.17,0.00,0.18,199,783,0,4780,99,317,0,2395,151,726,0,3627,10,16,3,246
39899,KMDW,8,21,2005,74.080000,80.6,66.2,1777.8,53.510000,57.2,48.3,1284.3,61.280000,63.0,59.4,1470.7,50,73,32,1209,994.260000,995.9,992.9,23862.2,29,91,1,716,74.080000,80.6,66.2,1777.8,75.100000,80.6,66.2,1802.3,7,12,3,169,289,360,220,6940,0.000000,0.00,0.00,0.00,289,890,0,6945,73,184,0,1755,324,849,0,7791,8,14,3,196
39899,KMDW,8,22,2005,68.450000,71.6,64.4,1642.8,54.070000,57.1,51.7,1297.6,59.580000,62.2,57.6,1429.9,60,77,50,1459,995.280000,996.2,994.2,23886.6,86,100,32,2075,68.350000,71.6,64.0,1640.5,69.650000,76.2,64.0,1671.7,9,14,6,221,170,360,0,4100,0.000000,0.00,0.00,0.00,81,257,0,1953,79,248,0,1910,2,14,0,58,10,16,7,257
39899,KMDW,8,23,2005,68.150000,71.6,60.8,1635.6,51.530000,53.6,48.1,1236.7,58.150000,59.7,55.1,1395.7,55,72,46,1338,997.440000,998.2,996.2,23938.5,43,100,0,1040,68.100000,71.6,60.6,1634.5,68.820000,75.9,60.6,1651.6,9,15,4,235,59,300,0,1430,0.000000,0.00,0.00,0.00,184,697,0,4422,109,337,0,2634,117,542,0,2808,11,17,5,275
39899,KMDW,8,24,2005,70.030000,77.0,62.6,1680.6,55.280000,60.7,51.7,1326.6,60.750000,64.5,57.0,1458.1,60,72,47,1446,999.060000,1000.2,997.9,23977.4,30,84,0,723,70.020000,77.0,62.6,1680.5,71.950000,78.3,62.6,1726.7,7,14,3,190,103,150,70,2480,0.000000,0.00,0.00,0.00,266,866,0,6391,89,277,0,2143,260,778,0,6252,9,16,3,220
39899,KMDW,8,25,2005,72.530000,80.6,66.2,1740.7,57.060000,62.5,53.5,1369.4,62.580000,66.1,58.5,1501.9,59,69,42,1418,998.170000,999.9,995.5,23956.0,96,100,79,2312,72.530000,80.6,66.1,1740.6,74.010000,80.7,66.1,1776.3,7,11,3,169,109,140,50,2630,0.000000,0.01,0.00,0.02,116,516,0,2787,96,330,0,2319,23,223,0,573,8,13,3,196
39899,KMDW,8,26,2005,76.930000,84.2,69.8,1846.2,62.870000,64.4,60.7,1508.8,67.290000,69.4,63.8,1615.0,62,78,45,1501,990.850000,995.2,986.9,23780.4,71,100,6,1711,76.930000,84.2,69.8,1846.2,79.310000,85.1,69.8,1903.4,4,8,2,114,142,230,80,3430,0.000000,0.04,0.00,0.11,201,825,0,4838,93,310,0,2250,160,666,0,3841,5,9,2,128
39899,KMDW,8,27,2005,77.080000,84.2,71.6,1849.8,58.990000,66.1,50.1,1415.7,65.400000,69.0,61.7,1569.7,56,83,32,1362,987.130000,988.6,985.2,23691.0,29,94,0,697,77.080000,84.2,71.6,1849.8,79.200000,84.2,76.1,1900.8,6,13,3,161,273,310,210,6560,0.000000,0.02,0.00,0.05,266,835,0,6406,82,250,0,1986,278,796,0,6686,7,15,3,187
39899,KMDW,8,28,2005,75.130000,87.8,66.2,1803.0,57.180000,62.5,53.5,1372.2,63.520000,67.7,58.5,1524.5,54,69,36,1318,989.420000,990.6,988.2,23746.0,17,68,0,431,75.130000,87.8,66.2,1803.0,76.230000,87.8,66.2,1829.6,6,12,4,152,182,360,80,4390,0.000000,0.00,0.00,0.00,266,849,0,6396,79,218,0,1912,283,780,0,6792,7,14,5,178
39899,KMDW,8,29,2005,76.250000,82.4,68.0,1830.0,58.150000,62.5,53.7,1395.7,64.510000,66.1,62.8,1548.3,55,78,37,1327,989.460000,990.6,987.9,23747.1,48,100,0,1168,76.250000,82.4,68.0,1830.0,77.860000,82.5,68.0,1868.6,5,11,2,127,145,350,0,3490,0.000000,0.00,0.00,0.00,223,779,0,5369,108,396,0,2604,179,786,0,4298,6,13,2,144
39899,KMDW,8,30,2005,73.400000,80.6,66.2,1761.6,59.990000,62.5,55.4,1439.7,64.600000,66.1,62.5,1550.3,64,83,45,1546,985.260000,988.2,982.9,23646.2,96,100,89,2316,73.400000,80.6,66.2,1761.6,75.080000,81.0,66.2,1802.0,9,16,2,230,138,360,0,3320,0.000000,0.00,0.00,0.00,167,536,0,4019,113,348,0,2723,82,339,0,1968,10,18,2,262
39899,KMDW,8,31,2005,69.960000,75.2,64.4,1679.0,60.000000,65.9,57.1,1439.9,63.340000,66.1,60.6,1520.2,71,88,60,1720,988.230000,990.9,984.2,23717.6,71,100,1,1722,69.930000,75.2,63.8,1678.2,71.600000,77.9,63.8,1718.4,7,11,3,170,188,340,20,4530,0.000000,0.01,0.00,0.02,122,423,0,2928,108,359,0,2615,19,81,0,467,8,13,3,195
39899,KMDW,9,1,2005,74.680000,84.2,66.2,1792.2,54.850000,68.7,41.1,1316.5,62.380000,73.1,57.7,1497.2,53,78,22,1279,992.210000,993.9,990.6,23813.1,29,98,0,700,74.680000,84.2,66.2,1792.2,75.740000,88.3,66.2,1817.7,7,12,4,172,250,360,20,6020,0.000000,0.00,0.00,0.00,236,777,0,5679,95,312,0,2281,215,801,0,5171,8,14,5,202
39899,KMDW,9,2,2005,72.500000,84.2,62.6,1740.0,44.610000,49.9,33.9,1070.6,56.750000,59.0,55.1,1362.1,40,63,16,973,996.760000,998.9,994.2,23922.3,6,39,0,153,72.470000,84.2,62.4,1739.3,72.860000,84.2,62.4,1748.6,8,15,3,192,270,320,90,6480,0.000000,0.00,0.00,0.00,262,856,0,6298,71,227,0,1711,288,837,0,6931,9,17,3,221
39899,KMDW,9,3,2005,70.030000,80.6,59.0,1680.6,53.750000,64.0,46.5,1290.1,59.950000,68.7,54.6,1438.7,57,77,30,1384,1000.450000,1001.5,999.2,24010.9,7,42,0,170,70.030000,80.6,59.0,1680.6,70.990000,81.0,59.0,1703.7,6,13,3,150,201,330,30,4840,0.000000,0.00,0.00,0.00,264,841,0,6342,68,191,0,1641,307,802,0,7376,7,15,3,174
39899,KMDW,9,4,2005,71.530000,80.6,62.6,1716.6,54.460000,60.7,44.7,1307.1,60.950000,64.5,58.1,1462.7,57,77,28,1375,1001.410000,1002.5,1000.5,24033.9,40,91,1,962,71.480000,80.6,61.7,1715.4,72.890000,80.6,61.7,1749.4,5,9,3,138,120,170,80,2900,0.000000,0.00,0.00,0.00,162,554,0,3892,108,369,0,2605,84,294,0,2023,6,10,3,161
